lyric_id,slug,lyrics,is_active,creation_date,last_modified
10,NULL,"We are a band of brothers<br />
And native to the soil,<br />
Fighting for our liberty<br />
With treasure, blood, and toil,<br />
And, when our rights were threatened,<br />
The cry rose near and far:<br />
&quot;Hurrah for the Bonnie Blue Flag<br />
That bears a single star!&quot;<br /><br />

<strong>Chorus:</strong><br />
Hurrah! Hurrah!<br />
For Southern rights, hurrah!<br />
Hurrah for the Bonnie Blue Flag<br />
That bears a single star!<br /><br />

As long as the Union<br />
Was faithful to her trust,<br />
Like friends and like bretheren,<br />
Kind we were and just;<br />
But now, when Northern treachery<br />
Attempts our rights to mar,<br />
We'll hoist on high the Bonnie Blue Flag<br />
That bears a single star.<br /><br />

<strong>Chorus</strong><br /><br />

First gallant South Carolina<br />
Nobly made the stand,<br />
Then came Alabama,<br />
And took her by the hand.<br />
Next quickly Mississippi,<br />
Georgia, Florida<br />
All raised on high the Bonnie Blue Flag<br />
That bears a single star.<br /><br />
 
<strong>Chorus</strong><br /><br />

Ye men of valor gather around<br />
The banner of the right;<br />
Texas and fair Louisiana<br />
Have joined us in the fight.<br />
Davis, our loved president,<br />
And Stephens statesmen are,<br />
Rally behind the Bonnie Blue Flag<br />
That bears a single star.<br /><br />

<strong>Chorus</strong><br /><br />

And here's to brave Virginia,<br />
The Old Dominion State;<br />
With the young Confederacy,<br />
At length, has linked her fate.<br />
Impelled by her example,<br />
Now other states prepare<br />
To hoist on high the Bonnie Blue Flag<br />
That bears a single star.<br /><br />

<strong>Chorus</strong><br /><br />

Then cheer, boys, cheer!<br />
Raise a joyous shout<br />
For Arkansas and North Carolina<br />
Now have both gone out.<br />
And let another rousing cheer<br />
For Tennessee be given.<br />
The single star of the Bonnie Blue Flag<br />
Has grown to be eleven.<br /><br />

<strong>Chorus</strong><br /><br />

Then here's to our Confederacy,<br />
Strong we are and brave.<br />
Like patriots of old we'll fight<br />
Our heritage to save.<br />
And rather than submit to shame,<br />
To die we would prefer!<br />
So cheer, cheer for that Bonnie Blue Flag<br />
That bears a single star!<br /><br />

<strong>Chorus (x2)</strong>",1,2014-12-05 19:13:54,2014-12-13 15:00:53
11,NULL,"Well, we're the boys that rode around McClellian,<br />
Rode around McClellian, rode around McClellian!<br />
We're the boys that rode around McClellian!<br />
Bully boys, hey! Bully boys, ho!<br /><br />

<strong>Chorus:</strong><br />
If you wanna have a good time, jine the cavalry!<br />
Jine the cavalry! Jine the cavalry!<br />
If you wanna to catch the Devil, if you want to have fun,<br />
If you wanna smell Hell, jine the cavalry!<br /><br />

Ol' Joe Hooker, won't you come out o' the wilderness,<br />
Come out of the wilderness, come out o' the wilderness?<br />
Ol' Joe Hooker, won't you come out o' the wilderness?<br />
Bully boys, hey! Bully boys, ho!<br /><br />

<strong>Chorus</strong><br /><br />

Well, we're the boys that crossed the Potomicum,<br />
Crossed the Potomicum, crossed the Potomicum!<br />
We're the boys that crossed the Potomicum!<br />
Bully boys, hey! Bully boys, ho!<br /><br />

<strong>Chorus</strong><br /><br />

Well, we're the boys that rode to Pennsylvaniam,<br />
Rode to Pennsylvaniam, rode to Pennsylvaniam!<br />
We're the boys that rode to Pennsylvaniam!<br />
Bully boys, hey! Bully boys, ho!<br /><br />

<strong>Chorus</strong><br /><br />

And the big fat Dutch gals pass around the breadium,<br />
Pass around the breadium, pass around the breadium!<br />
The big fat Dutch gals pass around the breadium!<br />
Bully boys, hey! Bully boys, ho!<br /><br />

<strong>Chorus</strong>",1,2014-12-05 19:13:54,2014-12-05 19:13:54
12,NULL,"De time is nebber dreary if a darkey never groans.<br />
De ladies nebber weary with a rattle of de bones.<br />
Den come again Susanna, by de gaslight ob de moon,<br />
We'll tum de old Piano when de banjo's out o' tune.<br /><br />

<strong>Chorus:</strong><br />
Ring, ring de banjo! How I love that good old song!<br />
Come again my true love! Oh, where you been so long!<br /><br />

Oh, nebber count de bubbles while der's water in de spring.<br />
De darkey hab no troubles when he's got dis song to sing.<br />
De beauties ob creation will nebber lose der charm<br />
While I roam de old plantation wid my true lub on my arm.<br /><br />

<strong>Chorus</strong><br /><br />

Well, once I was so lucky, my massa set me free.<br />
I went to old Kentucky to see what I could see.<br />
I could not go no farder, I turn to massa's door;<br />
I lub him all the harder, I'll go away no more.<br /><br />

<strong>Chorus</strong><br /><br />

Early in de morning ob a lovely summer day,<br />
My massa sent me warning, he like to hear me play.<br />
On de banjo I was tapping; I come with dulcem strain;<br />
My massa fall a napping; he'll never wake again!<br /><br />

<strong>Chorus (x3)</strong>",1,2014-12-05 19:13:54,2014-12-05 19:13:54
13,NULL,"Away from Mississippi's vale,<br />
With my ol' hat there for a sail,<br />
I crossed upon a cotton bale<br />
To My Rose of Alabamy.<br /><br />

<strong>Chorus:</strong><br />
Oh, brown Rosie!<br />
She's my Rose of Alabamy!<br />
Sweet tobacco posey<br />
Is my Rose of Alabamy.<br /><br />

I landed on de far sand bank,<br />
I sat upon a hollow plank,<br />
And there I made my banjo twank<br />
For my Rose of Alabamy.<br /><br />

<strong>Chorus</strong><br /><br />

I said, &quot;Sit down just where you please.&quot;<br />
She crossed my leg, she took her ease.<br />
&quot;It's good to go down on the knees,&quot;<br />
Says Rose of Alabamy.<br /><br />

<strong>Chorus</strong><br /><br />

The river roll; the cricket sing;<br />
The lightnin' bug he flashed his wing;<br />
Like a rope my arms I fling<br />
'Round Rose of Alabamy.<br /><br />

<strong>Chorus</strong><br /><br />

I huffed so long I cannot tell,<br />
But Rosie seemed to like it well.<br />
Then my banjo in the river fell.<br />
Oh, Rose of Alabamy!<br /><br />

<strong>Chorus</strong><br /><br />

Like the alligator after prey,<br />
I plunged in, but it float away.<br />
All the while it seem to say,<br />
&quot;Oh, Rose of Alabamy.&quot;<br /><br />

<strong>Chorus</strong><br /><br />

Now, every night before o' shower,<br />
We'll hunt that banjo for an hour;<br />
I'll make my sweet tobacco flower,<br />
My Rose of Alabamy.<br /><br />

<strong>Chorus (x2)</strong>",1,2014-12-05 19:13:54,2014-12-13 15:01:15
14,NULL,"De Camptown ladies sing dis song—Doo-dah! doo-dah!<br />
De Camptown racetrack five miles long—Oh, de doo-dah day!<br />
I went down dar wid my hat caved in—Doo-dah! doo-dah!<br />
I come back home wid a pocket full o' tin—Oh, de doo-dah day!<br /><br /> 

<strong>Chorus:</strong><br />
Gwine run all night! Gwine run all day!<br />
I'll bet my money on de bob-tail nag. Somebody bet on de bay!<br /><br />

De long tail filly and de big black horse—Doo-dah! doo-dah!<br />
Dey fly down de track and dey both cut across—Oh, de doo-dah day!<br />
De blind horse sticken in a big mud hole—Doo-dah! doo-dah!<br />
And can't touch bottom wid a ten foot pole—Oh, de doo-dah day!<br /><br />

<strong>Chorus</strong><br /><br />

Old muley cow come on de track—Doo-dah! doo-dah!<br />
De bob-tail fling her over his back—Oh, de doo-dah day!<br />
Den fly along like a rail-road car—Doo-dah! doo-dah!<br />
A-runnin’ a race with a shooting star—Oh, de doo-dah day!<br /><br /> 

<strong>Chorus</strong><br /><br />

See 'em flyin' in a ten mile heat—Doo-dah! doo-dah!<br />
Round de race track, den repeat—Oh, de doo-dah day!<br />
I win my money on de bob-tail nag—Doo-dah! doo-dah!<br />
I keep my money in an old tow-bag—Oh, de doo-dah day!<br /><br />

<strong>Chorus (x3)</strong>",1,2014-12-05 19:13:54,2014-12-05 19:13:54
15,NULL,"Sittin' by the roadside on a summer's day,<br />
Chattin' with my messmates, an' passing time away,<br />
Lying in the shadow, underneath the trees:<br />
Goodness, how delicious!—eating goober peas!<br /><br />

<strong>Chorus:</strong><br />
Peas! Peas! Peas! Peas! Eating goober peas!<br />
Goodness, how delicious!—eating goober peas!<br />
Peas! Peas! Peas! Peas! Eating goober peas!<br />
Goodness, how delicious!—eating goober peas!<br /><br />

When de horseman passes, the soldiers have a rule<br />
To cry out at their loudest, &quot;Mister, here's your mule!&quot;<br />
But there's another pleasure, enchantinger than these,<br />
Is wearing out your grinders, eating goober peas!<br /><br />

<strong>Chorus</strong><br /><br />

Just before the battle, the General hears a row;<br />
He says &quot;The Yanks are coming! I hear their rifles now!&quot;<br />
He turns around in wonder, and what do ya think he sees?<br />
The Georgia Militia, eating goober peas!<br /><br />

<strong>Chorus</strong><br /><br />

I think my song has lasted almost long enough!<br />
The subject's interesting, but rhymes are mighty rough!<br />
I wish this war was over, when free from rags and fleas,<br />
We'd kiss our wives and sweethearts, gobble goober peas!<br /><br />

<strong>Chorus</strong>",1,2014-12-05 19:13:54,2014-12-13 15:01:27
16,NULL,"Lay down boys gonna take a little nap,<br />
Lay down boys gonna take a little nap,<br />
Lay down boys gonna take a little nap,<br />
Fourteen miles to Cumberland Gap.<br /><br />

Cumberland Gap is a place of rocks,<br />
Home of the panther, and the bear and the fox.<br />
First white man up the Cumberland Gap<br />
Was doctor Walker, an English Chap.<br /><br />

<strong>Chorus:</strong><br />
Lay down boys gonna take a little nap,<br />
Lay down boys gonna take a little nap,<br />
Lay down boys gonna take a little nap,<br />
Gonna raise hell up the Cumberland Gap.<br /><br />

Daniel Boone up on Pinnacle Rock,<br />
He killed a bear with an old flintlock.<br />
Cumberland Gap is fearsome place,<br />
The shells go off right in your face.<br /><br />

<strong>Chorus</strong><br /><br />

In September of '62,<br />
Morgan's Yankees all withdrew.<br />
Kirby Smith, and his rebel band,<br />
He run George Walker back to Yankee land.<br /><br />

<strong>Chorus</strong><br /><br />

They spike their guns and let them drop<br />
Over the cliffs and the mountain top.<br />
They burned the hay and the veal and the meat,<br />
Left us rebels with nothin' to eat.<br /><br />

<strong>Chorus</strong><br /><br />

So come on, boys, no time to nap;<br />
Come on, boys, and lift your cap.<br />
Come on, boys, give the rebel yell,<br />
Send dem Yankees straight to hell.<br /><br />

Come on, boys, no time to nap;<br />
Come on, boys, no time to nap;<br />
Come on, boys, no time to nap;<br />
We're gonna raise hell up the Cumberland Gap.",1,2014-12-05 19:13:54,2014-12-05 19:13:54
17,NULL,"Oh, don't you remember sweet Betsy from Pike,<br />
Who crossed the great mountains with her lover Ike,<br />
With two yoke of oxen, and one spotted hog,<br />
A tall Shangai rooster, and an old yeller dog?<br /><br />

<strong>Chorus:</strong><br />
Doodle dang fo' de di<br />
Doodle dang fo' de day<br />
Doodle dang fo' de di<br />
Doodle dang fo' de day<br /><br />

The Shanghai ran off, and the oxen all died;<br />
That morning the last piece of bacon was fried.<br />
Poor Ike got discouraged, Betsy got mad,<br />
And the dog wagged his tail and looked wondrously sad.<br /><br />

<strong>Chorus</strong><br /><br />

The wagon broke down with a terrible crash,<br />
And out on the prairie rolled all sorts o' trash.<br />
A few little baby clothes done up with care<br />
Looked a little suspicious, but all on the square.<br /><br />

<strong>Chorus</strong><br /><br />

The Injuns came down in a wild yellin' horde,<br />
And Betsy was scared they would scalp her adored.<br />
Behind the front wagon wheel Betsy did crawl.<br />
It was there she fought Injuns with musket and ball.<br /><br />

<strong>Chorus</strong><br /><br />

They soon reached the desert where Betsy gave out,<br />
And down in the sand she lay rollin' about,<br />
While Ike, in great horror, looked on with surprise,<br />
Saying, &quot;Betsy, get up! You'll get sand in your eyes!&quot;<br /><br />

<strong>Chorus</strong><br /><br />

Sweet Betsy got up with a great deal of pain,<br />
Announced she would go to Pike County again;<br />
But Ike gave a sigh and they fondly embraced.<br />
They traveled along with his arm 'round her waist.<br /><br />

<strong>Chorus</strong><br /><br />

They crossed the wide prairie. They climbed the high peaks.<br />
They camped in the mountains for weeks upon weeks.<br />
They fought with the Injuns with musket and ball.<br />
They reached California in spite of it all.<br /><br />

<strong>Chorus</strong>",1,2014-12-05 19:13:54,2014-12-13 15:01:38
18,NULL,"The years creep slowly by, Lorena.<br />
The snow is on the grass again.<br />
The sun's low down the sky, Lorena.<br />
The frost gleams where the flowers have been.<br />
But the heart throbs on as warmly now,<br />
As when the summer days were nigh.<br />
Oh, the sun will never dip so low,<br />
A-down affection's cloudless sky!<br />
Oh, the sun can never dip so low,<br />
A-down affection's cloudless sky!<br /><br />

We loved each other then, Lorena,<br />
More than we ever dared to tell;<br />
And what we might have been, Lorena,<br />
Had but our lovings prospered well.<br />
But then—’tis past!—the years have gone,<br />
And I'll not call up their shadowy forms.<br />
I'll say to them, &quot;Lost years, sleep on!<br />
Sleep on, nor heed life's pelting storms!&quot;<br />
I'll say to them, &quot;Lost years, sleep on!<br />
Sleep on, nor heed life's pelting storms.&quot;<br /><br />

It matters little now, Lorena.<br />
The past is in th'eternal past,<br />
And our heads will soon lie low, Lorena.<br />
Life's tide is ebbing out so fast.<br />
There is a future, oh, thank God!<br />
Of life this is so small a part:<br />
'Tis dust to dust beneath the sod,<br />
But there, up there, 'tis heart to heart.<br />
'Tis dust to dust beneath the sod,<br />
But dere, up there, 'tis heart to heart.",1,2014-12-05 19:13:54,2014-12-13 15:01:45
19,NULL,"We shall meet, but we shall miss him.<br />
There will be one vacant chair.<br />
We shall linger to caress him,<br />
While we breathe our ev'nin' prayer.<br />
When a year ago we gathered,<br />
Joy was in his mild blue eye.<br />
But a golden cord is severed,<br />
And our hopes in ruin lie.<br /><br />

<strong>Chorus:</strong><br />
Oh, we shall meet, but we shall miss him!<br />
There will be one vacant chair.<br />
We shall linger to caress him,<br />
While we breathe our ev'ning prayer!<br /><br />

At our fireside, sad and lonely,<br />
Often will the bosom swell<br />
At remembrance of the story<br />
How our noble Willie fell!<br />
'nd how he strove to bear the banner<br />
Through the thickest of the fight<br />
And uphold our country's honor<br />
In the strength of manhood's might.<br /><br />

<strong>Chorus</strong><br /><br />

It's true, they tell us, wreaths of glory<br />
Evermore will deck his brow.<br />
But this soothes the anguish only,<br />
Sweeping o'er our heartstrings now.<br />
Sleep today, O early fallen,<br />
In thy green and narrow bed!<br />
Dirges from the pines and cypress<br />
Mingle with the tears we've shed.<br /><br />

<strong>Chorus</strong><br /><br />

<strong>Final Chorus:</strong><br />
Oh, we shall meet, but we shall miss him.<br />
There will be one vacant chair.<br />
We shall linger to caress him,<br />
<strong>While we breathe our ev'ning prayer. (x2)</strong>",1,2014-12-05 19:13:54,2014-12-05 19:13:54
